# 検証を通ったキャラクター紹介ポスト。x_posts.py verify が書く。
# 公式アカウントの投稿で、本文にキャラ名が出るものだけが入る。
cid	vid	character	account	status_url	kind	checked_at	note
c89548	v22762	フェン・モデア	@makai_nightmare	https://x.com/makai_nightmare/status/2094409871714103449	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆次回イベント『異国で深めるカレとの絆』の情報が公開！アプリではガイ（CV:#染谷俊之）とフェン（CV:#
c89548	v22762	フェン・モデア	@makai_nightmare	https://x.com/makai_nightmare/status/2046967271915126980	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨フェン❤今日はフェン（CV:#小野友樹）の誕生日✨ロビンからのマニキュアのプレゼントにフェ
c89549	v22762	ガイ・モーナス	@makai_nightmare	https://x.com/makai_nightmare/status/2094409871714103449	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆次回イベント『異国で深めるカレとの絆』の情報が公開！アプリではガイ（CV:#染谷俊之）とフェン（CV:#
c89549	v22762	ガイ・モーナス	@makai_nightmare	https://x.com/makai_nightmare/status/1986810874099818842	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨ガイ❤今日はガイ（CV:#染谷俊之）の誕生日✨ロビンからブローチをプレゼントされて、ガイも
c89550	v22762	トア・キフェル	@makai_nightmare	https://x.com/makai_nightmare/status/2096221820676411514	販促	2026-09-12	紹介らしい ｜ ◆トア・ジャスパー・ティーノが登場◆ストーリーイベント『異国で深めるカレとの絆』の攻略キャラにトア（CV:#ランズベリー
c89550	v22762	トア・キフェル	@makai_nightmare	https://x.com/makai_nightmare/status/2090423614646489090	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆『[復刻]奪い合いは仮面の下の欲望と共に』のリント（CV:#小野賢章）とトア（CV:#ランズベリー・アー
c89550	v22762	トア・キフェル	@makai_nightmare	https://x.com/makai_nightmare/status/2095859428650033432	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆『異国で深めるカレとの絆』のトア（CV:#ランズベリー・アーサー）とジャスパー（CV:#水石亜飛夢）とテ
c89550	v22762	トア・キフェル	@makai_nightmare	https://x.com/makai_nightmare/status/2076320681269325852	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨トア❤今日はトア（CV:#ランズベリー・アーサー）の誕生日✨ロビンからのレコードのプレゼン
c89551	v22762	ロイ・レヴィア	@makai_nightmare	https://x.com/makai_nightmare/status/2090423614646489090	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆『[復刻]奪い合いは仮面の下の欲望と共に』のリント（CV:#小野賢章）とトア（CV:#ランズベリー・アー
c89551	v22762	ロイ・レヴィア	@makai_nightmare	https://x.com/makai_nightmare/status/2034646078646341676	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨ロイ❤今日はロイ（CV:#太田基裕）の誕生日✨ロビンからのポプリのプレゼントにロイも喜んで
c89552	v22762	リオ・ルゼル	@makai_nightmare	https://x.com/makai_nightmare/status/2055302189736730645	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨リオ❤今日はリオ（CV:#仲村宗悟）の誕生日✨ロビンからの大きなお皿のプレゼントにリオも喜
c89553	v22762	ジャスパー・レーン	@makai_nightmare	https://x.com/makai_nightmare/status/2096221820676411514	販促	2026-09-12	紹介らしい ｜ ◆トア・ジャスパー・ティーノが登場◆ストーリーイベント『異国で深めるカレとの絆』の攻略キャラにトア（CV:#ランズベリー
c89553	v22762	ジャスパー・レーン	@makai_nightmare	https://x.com/makai_nightmare/status/2095859428650033432	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆『異国で深めるカレとの絆』のトア（CV:#ランズベリー・アーサー）とジャスパー（CV:#水石亜飛夢）とテ
c89553	v22762	ジャスパー・レーン	@makai_nightmare	https://x.com/makai_nightmare/status/2098063960977096851	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨ジャスパー❤今日はジャスパー（CV:#水石亜飛夢）の誕生日✨ロビンからのブラシのプレゼント
c89554	v22762	ティーノ・メイズ	@makai_nightmare	https://x.com/makai_nightmare/status/2096221820676411514	販促	2026-09-12	紹介らしい ｜ ◆トア・ジャスパー・ティーノが登場◆ストーリーイベント『異国で深めるカレとの絆』の攻略キャラにトア（CV:#ランズベリー
c89554	v22762	ティーノ・メイズ	@makai_nightmare	https://x.com/makai_nightmare/status/2095859428650033432	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆『異国で深めるカレとの絆』のトア（CV:#ランズベリー・アーサー）とジャスパー（CV:#水石亜飛夢）とテ
c89554	v22762	ティーノ・メイズ	@makai_nightmare	https://x.com/makai_nightmare/status/1978838355803865526	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨ティーノ❤今日はティーノ（CV:#羽多野渉）の誕生日✨ロビンからたくさんのジャムをプレゼン
c89555	v22762	ナイト	@makai_nightmare	https://x.com/makai_nightmare/status/2024861601531122146	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨ナイト❤今日はナイト（CV:#下野紘）の誕生日✨ロビンからクッキーをプレゼントされて、ナイ
c89556	v22762	グラス・ホッズ	@makai_nightmare	https://x.com/makai_nightmare/status/2086105155146006542	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨グラス❤今日はグラス（CV:#植田圭輔）の誕生日✨ロビンからのタオルのプレゼントにグラスも
c89557	v22762	ルウ	@makai_nightmare	https://x.com/makai_nightmare/status/2010653102333129019	誕生日	2026-09-12	要確認 ｜ ◆ルウの誕生日をお祝い🎂！◆1/19はルウの誕生日です✨ルウへのおめでとうメッセージを募集中！【#ルウ誕生祭】のハッシュ
c89561	v22762	ディア・ベルフェ	@makai_nightmare	https://x.com/makai_nightmare/status/2094409871714103449	販促	2026-09-12	紹介らしい ｜ ◆イベント情報◆次回イベント『異国で深めるカレとの絆』の情報が公開！アプリではガイ（CV:#染谷俊之）とフェン（CV:#
c89561	v22762	ディア・ベルフェ	@makai_nightmare	https://x.com/makai_nightmare/status/1998044909438111786	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨ディア❤今日はディア（CV:#市川太一）の誕生日✨ロビンからきのこ栽培にぴったりな霧吹きを
c89562	v22762	ランス・サータ	@makai_nightmare	https://x.com/makai_nightmare/status/2045155334138761357	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨ランス❤今日はランス（CV:#畠中祐）の誕生日✨ロビンからのシガレットケースのプレゼントに
c96191	v22762	アキア・モーナス	@makai_nightmare	https://x.com/makai_nightmare/status/2090816207498727621	誕生日	2026-09-12	紹介らしい ｜ ❤HappyBirthday✨アキア❤今日はアキア（CV:#小林千晃）の誕生日✨ロビンからのジョウロのプレゼントにアキア
c163808	v22808	凪沙	@BuddyCollection	https://x.com/BuddyCollection/status/1964342835228135682	誕生日	2026-09-12	要確認 ｜ 9/7は特Aクラス２年生坂城美貴の誕生日🎉 ▼公式WEB紹介文特Aクラスの2年生。凪沙の元バディとは幼馴染みで、彼を崇拝
c163809	v22808	戌亥 信吾	@BuddyCollection	https://x.com/BuddyCollection/status/1984274175528476901	誕生日	2026-09-12	要確認 ｜ 11/1はＥクラス2年戌亥信吾の誕生日🎉      ▼公式WEB紹介文勘が異常に鋭く、危険に対して敏感。しかし「何故危険
c163813	v22808	坂城 美貴	@BuddyCollection	https://x.com/BuddyCollection/status/1964342835228135682	誕生日	2026-09-12	要確認 ｜ 9/7は特Aクラス２年生坂城美貴の誕生日🎉 ▼公式WEB紹介文特Aクラスの2年生。凪沙の元バディとは幼馴染みで、彼を崇拝
c163814	v22808	佐伯 恭平	@BuddyCollection	https://x.com/BuddyCollection/status/1973040142903361897	誕生日	2026-09-12	要確認 ｜ 10/1は特A・Ｅクラス担任の佐伯恭平の誕生日🎉▼公式WEB紹介文探偵科の教師。特AクラスとEクラスを兼任している。面倒
c91707	v22986	上久保数馬	@LP_otomate	https://x.com/LP_otomate/status/1341225561411125249	プロフィール	2026-09-12	紹介らしい ｜ ■上久保数馬（CV.#古川慎）年齢：20歳誕生日：6月18日星座：双子座血液型：B型身長：179㎝「俺が一流のヘアメイク
c91708	v22986	瀬名由稀人	@LP_otomate	https://x.com/LP_otomate/status/1343481990348038144	プロフィール	2026-09-12	紹介らしい ｜ ■瀬名由稀人（CV.#鈴木達央）年齢：24歳誕生日：2月6日星座：水瓶座血液型：O型身長：185㎝「いや～、オレってなん
c91710	v22986	真木野春三	@LP_otomate	https://x.com/LP_otomate/status/1346389064199462913	プロフィール	2026-09-12	紹介らしい ｜ ■真木野春三（CV.#河西健吾）年齢：21歳誕生日：9月10日星座：乙女座血液型：A型身長：176㎝「すみません。ぼくの
c94136	v22986	浅木 詠一郎	@LP_otomate	https://x.com/LP_otomate/status/1351365910632697858	プロフィール	2026-09-12	紹介らしい ｜ ■浅木詠一郎（CV.#森川智之）年齢：32歳誕生日：7月7日星座：蟹座血液型：B型身長：181㎝「折角良いものを持ってい
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1906544227493843347	フルネーム	2026-09-12	紹介らしい ｜ 【FD三周年記念・メッセージ】――久方ぶりに会うが、何もなかったか？源 頼朝／CV. #古川慎#ビルシャナ pic.tw
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1774089449128796670	フルネーム	2026-09-12	紹介らしい ｜ 【FD二周年記念・壁紙①】源 義経源 頼朝（cv.#古川慎）※壁紙サイズ：1920×1080／2340×1080#ビルシ
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1451745197696569355	プロフィール	2026-09-12	要確認 ｜ 【人物紹介・一】源 頼朝（みなもとの よりとも） ／ 声：古川 慎冷酷非情×源氏の嫡子「義経、これからも嘘偽りなき心を、
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1454644296037158913	プロフィール	2026-09-12	要確認 ｜ 【人物紹介・九】佐々木 高綱（ささき たかつな） ／ 声：天月快活元気×最年少「困ったことがあったらなんでも言って。　俺
c74608	v22987	武蔵坊 弁慶	@birushana_info	https://x.com/birushana_info/status/1774089952395219217	フルネーム	2026-09-12	紹介らしい ｜ 【FD二周年記念・壁紙③】武蔵坊弁慶（cv.#梅原裕一郎）春玄（cv.#斉藤壮馬）※壁紙サイズ：1920×1080／23
c74608	v22987	武蔵坊 弁慶	@birushana_info	https://x.com/birushana_info/status/1452832360161030147	プロフィール	2026-09-12	要確認 ｜ 【人物紹介・四】武蔵坊 弁慶（むさしぼう べんけい） ／ 声：梅原裕一郎絶対的忠誠×家来「これは拙者の願いと誓いが込めら
c74609	v22987	平 知盛	@birushana_info	https://x.com/birushana_info/status/1906543975877791772	フルネーム	2026-09-12	紹介らしい ｜ 【FD三周年記念・メッセージ】――私を放って、どこに行っていたんだい？平 知盛／CV. #福山潤#ビルシャナ pic.t
c74609	v22987	平 知盛	@birushana_info	https://x.com/birushana_info/status/1774089700929597829	フルネーム	2026-09-12	紹介らしい ｜ 【FD二周年記念・壁紙②】平 知盛（cv.#福山潤）平 教経（cv.#河西健吾）※壁紙サイズ：1920×1080／234
c74609	v22987	平 知盛	@birushana_info	https://x.com/birushana_info/status/1452107587869048832	プロフィール	2026-09-12	要確認 ｜ 【人物紹介・二】平 知盛（たいらの とももり） ／ 声：福山 潤冷静沈着×敵総大将「私はそなたへの想いでいっぱいになって
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1906542214487867455	フルネーム	2026-09-12	紹介らしい ｜ 【FD三周年記念・メッセージ】――こうして会うのは久々だな。平 教経／CV. #河西健吾#ビルシャナ pic.twitt
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1774089700929597829	フルネーム	2026-09-12	紹介らしい ｜ 【FD二周年記念・壁紙②】平 知盛（cv.#福山潤）平 教経（cv.#河西健吾）※壁紙サイズ：1920×1080／234
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1452469969984229377	プロフィール	2026-09-12	要確認 ｜ 【人物紹介・三】平 教経（たいらの のりつね） ／ 声：河西健吾勇猛果敢×宿敵「もう嫌と言っても離さないからな。　俺たち
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1287956280116559872	プロフィール	2026-09-12	要確認 ｜ 【人物紹介・十四】平 教盛（たいらの のりもり） ／ 声：鷲見昂大「……好きに戦え、教経。どのような形となろうと、私が見
c74611	v22987	春玄	@birushana_info	https://x.com/birushana_info/status/1906543724206633315	その他	2026-09-12	紹介らしい ｜ 【FD三周年記念・メッセージ】――やっと会えて嬉しいよ。春玄／CV. #斉藤壮馬#ビルシャナ pic.twitter.c
c74611	v22987	春玄	@birushana_info	https://x.com/birushana_info/status/1774089952395219217	その他	2026-09-12	紹介らしい ｜ 【FD二周年記念・壁紙③】武蔵坊弁慶（cv.#梅原裕一郎）春玄（cv.#斉藤壮馬）※壁紙サイズ：1920×1080／23
c74611	v22987	春玄	@birushana_info	https://x.com/birushana_info/status/1453194749360365571	プロフィール	2026-09-12	要確認 ｜ 【人物紹介・五】春玄（しゅんげん） ／ 声：斉藤壮馬共生共死×幼馴染「お前が喜ぶことや望むことは　どんなことだって俺のこ
c121869	v23025	獅堂 和臣	@volkoi_official	https://x.com/volkoi_official/status/2086694034417102981	誕生日	2026-09-12	要確認 ｜ 本日 #8月10日 は #マスカレード・キス～危険な駆け引き～ の #獅堂和臣 の誕生日です👑#お誕生日おめでとう 動画
c83402	v24240	ミシェル・アレックス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849737723222909426	アイコン配布	2026-09-12	紹介らしい ｜ 【X用アイコンの配布①】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83402	v24240	ミシェル・アレックス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844218052461859318	プロフィール	2026-09-12	紹介らしい ｜ 【５周年！　その⑤】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。自他共に認める、チ
c83403	v24240	カヌス・エスパーダ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738188719309282	アイコン配布	2026-09-12	紹介らしい ｜ 【X用アイコンの配布②】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83403	v24240	カヌス・エスパーダ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844218448295121160	プロフィール	2026-09-12	紹介らしい ｜ 【５周年！　その⑥】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。妖精界・メディオ出
c83404	v24240	イル・ファド・デ・リエ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738188719309282	アイコン配布	2026-09-12	紹介らしい ｜ 【X用アイコンの配布②】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83404	v24240	イル・ファド・デ・リエ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844218762322694382	プロフィール	2026-09-12	紹介らしい ｜ 【５周年！　その⑦】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。天界・カエルム出身
c83405	v24240	イグニス・カリブンクルス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738619566817403	アイコン配布	2026-09-12	紹介らしい ｜ 【X用アイコンの配布③】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83405	v24240	イグニス・カリブンクルス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844219246194327791	プロフィール	2026-09-12	紹介らしい ｜ 【５周年！　その⑧】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。獣界・ベスティア出
c83406	v24240	凛堂 香	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738619566817403	アイコン配布	2026-09-12	紹介らしい ｜ 【X用アイコンの配布③】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83406	v24240	凛堂 香	@Enchanteotomate	https://x.com/Enchanteotomate/status/1972149494470135826	誕生日	2026-09-12	要確認 ｜ 【お誕生日】9/28は凛堂香のBIRTHDAY！「はは、ありがとう。いくつになっても、大切な人からのお祝いは嬉しいね。お
c83406	v24240	凛堂 香	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844219586302070814	プロフィール	2026-09-12	紹介らしい ｜ 【５周年！　その⑨】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。政府機関に所属する
c83407	v24240	淡木 琴音	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849737723222909426	アイコン配布	2026-09-12	紹介らしい ｜ 【X用アイコンの配布①】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059485999022092673	その他	2026-09-12	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059488515591692500	その他	2026-09-12	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059501098680148099	その他	2026-09-12	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/1975033269725884781	その他	2026-09-12	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/1986272325839302775	その他	2026-09-12	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199873150239956992	プロフィール	2026-09-12	手で指定 ｜ 【登場人物情報】オランピア「私の魂の半身……本当にそんな人がいるのかしら。いいえ……いて欲しい」#オラソワ pic.tw
c74513	v24241	朱砂 (アカザ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059485999022092673	その他	2026-09-12	過去セッション収集ぶんを復元
c74513	v24241	朱砂 (アカザ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199873659487186944	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物情報】朱砂 アカザ「何としても【白】を守り、残さねばならない」CV：松岡禎丞#オラソワ pic.twitter
c74514	v24241	玄葉 (クロバ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1924666389035679770	プロフィール	2026-09-12	過去セッション収集ぶんを復元
c74514	v24241	玄葉 (クロバ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199874108651032576	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物情報】玄葉 クロバ「婿捜しなら男が沢山いそうな場所に行くべきだ。それとも俺とデートとか」CV：杉田智和#オラソ
c74515	v24241	璃空 (リクウ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059488515591692500	その他	2026-09-12	過去セッション収集ぶんを復元
c74515	v24241	璃空 (リクウ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199874617587879942	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物情報】璃空 リクウ「手形がない者を通すことは出来ません」CV：島﨑信長#オラソワ pic.twitter.co
c74516	v24241	天草 四郎 時貞 (アマクサ シロウ トキサダ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/2006579887604486267	フルネーム	2026-09-12	過去セッション収集ぶんを復元
c74516	v24241	天草 四郎 時貞 (アマクサ シロウ トキサダ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199875077421985792	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物情報】天草四郎時貞 アマクサシロウトキサダ「僕は【緑】の天草四郎時貞。仲良くしてくれたら嬉しいです」CV：上村
c74517	v24241	縁 (ヨスガ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1975033269725884781	その他	2026-09-12	過去セッション収集ぶんを復元
c74517	v24241	縁 (ヨスガ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1986272325839302775	その他	2026-09-12	過去セッション収集ぶんを復元
c74517	v24241	縁 (ヨスガ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199875426442608640	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物情報】縁 ヨスガ「美しいお嬢さん、恋の行方を占いませんか」CV：内田雄馬#オラソワ pic.twitter.c
c74518	v24241	ヒムカ	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059501098680148099	その他	2026-09-12	過去セッション収集ぶんを復元
c74518	v24241	ヒムカ	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199875736573595648	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物情報】ヒムカ「この世界から消えたいのなら消してあげましょうか」CV：堀江 瞬#オラソワ pic.twitter
c81176	v25197	テウタ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039209416202064086	その他	2026-09-12	過去セッション収集ぶんを復元
c81176	v25197	テウタ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089065152740118529	プロフィール	2026-09-12	手で指定 ｜ 『変えられる』主人公【テウタ】※名前変更可、デフォルトネームボイス有、ボイス有（ON/OFF選択可）「私にとっては『再放
c81177	v25197	リンボ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1659435043977334786	その他	2026-09-12	過去セッション収集ぶんを復元
c81177	v25197	リンボ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2017432653906252175	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81177	v25197	リンボ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089099483055415296	プロフィール	2026-09-12	手で指定 ｜ 『絶対無罪』の悪徳弁護士【リンボ】 「法律が守るのはこの世界の『形』だけだ。何が正義かは、俺が決める」 公式サイトでは2
c81178	v25197	シュウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2070509075188863141	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81178	v25197	シュウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089151511043629057	プロフィール	2026-09-12	手で指定 ｜ 殺し屋を静かに消し去るキラー・キラー【シュウ】 「復讐の種は一粒残さず、確実に殺す」 公式サイトでは2月1日から順次キャ
c81183	v25197	ヘルベチカ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039209416202064086	その他	2026-09-12	過去セッション収集ぶんを復元
c81183	v25197	ヘルベチカ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089348212098400257	プロフィール	2026-09-12	手で指定 ｜ 外見を作り変えるプロフェッショナル【ヘルベチカ】 「第一印象の9割は外見です。美しくなることを恐れないで」 公式サイトで
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2017432653906252175	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2022320318866723126	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039324102142652776	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322857759785077	その他	2026-09-12	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322691522736598	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089376101594361856	プロフィール	2026-09-12	手で指定 ｜ 死のスペシャリスト【モズ】 「人は誰でも、死に取り憑かれる」 公式サイトでは2月1日から順次キャラクターページを公開しま
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039209416202064086	その他	2026-09-12	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039324102142652776	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322857759785077	その他	2026-09-12	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322691522736598	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039324328614064532	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2045373715089875300	誕生日	2026-09-12	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089436343447445504	プロフィール	2026-09-12	手で指定 ｜ 自称『裏社会のボス』【スケアクロウ】 「待たせたな。俺がスケアクロウ……裏社会のボスだ！」 公式サイトでは2月1日から順
c83699	v25910	芳川 けい	@haikara_otomate	https://x.com/haikara_otomate/status/1315564879416225794	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！10月4日は主人公の芳川けいの誕生日でした！芳川 けい「お祝いしてくれてありがとう！　長屋
c83702	v25910	南郷 久史	@haikara_otomate	https://x.com/haikara_otomate/status/1348833852249161730	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日!!1月12日はたわら商店の三男坊でハイカラ流星組の一員、南郷 久史の誕生日！久史「俺の誕生日
c83702	v25910	南郷 久史	@haikara_otomate	https://x.com/haikara_otomate/status/1325988623280336902	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！11月9日は久史の父、南郷 棋三郎の誕生日でした！南郷 棋三郎「若い頃は年明けに祝って貰っ
c83703	v25910	松原 銀之助	@haikara_otomate	https://x.com/haikara_otomate/status/1386879930663800833	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！4月27日は高等中学校の英語講師でハイカラ流星組の一員、松原 銀之助の誕生日！銀之助「私の
c83703	v25910	松原 銀之助	@haikara_otomate	https://x.com/haikara_otomate/status/1379995700159602689	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！4月8日は銀之助の教え子の高等中学校弐年生、藤樹 修蔵の誕生日！修蔵「誕生日の祝いなんて、
c83703	v25910	松原 銀之助	@haikara_otomate	https://x.com/haikara_otomate/status/1315565347999682561	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！10月11日は銀之助の同居人の河島常良の誕生日でした！河島 常良「俺の誕生日を祝ってくれる
c83704	v25910	守田 楓花	@haikara_otomate	https://x.com/haikara_otomate/status/1437656554828824577	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！本日9月14日は守田 優花の誕生日です！優花「楓花と双子だからって同じモノをよく貰うけど
c83704	v25910	守田 楓花	@haikara_otomate	https://x.com/haikara_otomate/status/1437656455125954561	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！本日9月14日は守田 楓花の誕生日です！楓花「今日は私の誕生日なのよ！　生まれた日に祝った
c83704	v25910	守田 楓花	@haikara_otomate	https://x.com/haikara_otomate/status/1351448181909848064	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！1月19日は楓花命の警察官、山崎清道の誕生日！清道「自分の誕生日を祝ってくれるのですか！
c83705	v25910	咲村 賢	@haikara_otomate	https://x.com/haikara_otomate/status/1356456481697144836	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日!!2月2日は咲村洋服店店主でハイカラ流星組の一員、咲村 賢の誕生日！賢「オレの誕生日を祝って
c83706	v25910	中井 徳治郎	@haikara_otomate	https://x.com/haikara_otomate/status/1420217953367121921	誕生日	2026-09-12	要確認 ｜ 【★誕生日★】祝☆お誕生日！！7月28日は人力車俥夫でハイカラ流星組の一員、中井 徳治郎の誕生日！徳治郎「俺の誕生日を祝
